emp_no,birth_date
423442,1955-11-11
423446,1954-10-13
423454,1955-07-21
423455,1954-10-05
423456,1954-11-23
423458,1955-10-02
423460,1952-02-02
423462,1955-08-08
423463,1955-06-28
423464,1952-07-22
423480,1953-12-03
423483,1953-06-11
423487,1953-12-12
423497,1955-05-18
423510,1955-08-11
423526,1955-07-14
423533,1955-12-12
423534,1954-09-04
423538,1955-06-01
423540,1954-01-10
423543,1955-03-20
423544,1955-05-30
423545,1953-04-21
423552,1952-09-24
423557,1955-06-26
423565,1955-06-21
423570,1954-06-07
423577,1952-03-25
423579,1954-05-09
423580,1952-12-04
423581,1953-09-11
423582,1952-03-17
423584,1954-01-05
423592,1952-09-15
423596,1953-04-29
423603,1952-10-19
423607,1954-01-19
423618,1952-03-22
423620,1955-12-05
423628,1954-07-16
423632,1955-08-07
423643,1954-10-26
423650,1952-08-26
423667,1955-07-14
423670,1953-11-29
423671,1952-02-05
423685,1952-09-13
423689,1953-09-09
423694,1955-12-02
423702,1954-04-25
423704,1955-05-03
423714,1952-04-23
423728,1953-09-20
423738,1954-02-26
423745,1954-04-17
423747,1953-04-20
423751,1955-04-19
423752,1952-07-03
423756,1954-11-26
423762,1952-07-08
423772,1953-09-28
423777,1955-01-09
423787,1955-08-19
423799,1952-08-09
423803,1955-08-19
423805,1955-08-26
423809,1952-04-25
423840,1955-02-01
423844,1953-09-14
423845,1952-07-22
423847,1952-06-25
423862,1952-02-15
423866,1953-09-06
423869,1952-08-28
423870,1954-01-25
423875,1953-05-06
423877,1954-11-13
423896,1955-03-18
423897,1955-05-23
423907,1955-05-30
423929,1955-08-20
423934,1953-12-11
423941,1952-05-10
423945,1955-07-14
423950,1953-10-27
423958,1953-03-30
423959,1953-06-07
423970,1952-04-03
423982,1952-07-05
423991,1952-02-07
423995,1954-07-22
424006,1954-01-19
424037,1954-09-21
424039,1955-07-20
424043,1955-05-29
424044,1953-12-22
424046,1953-10-27
424061,1953-04-28
424075,1955-02-07
424084,1953-07-30
424085,1954-12-07
424091,1952-05-31
424096,1955-03-15
424099,1952-05-06
424111,1952-10-18
424120,1955-06-25
424121,1952-02-25
424124,1952-02-09
424128,1952-11-12
424135,1952-11-16
424147,1952-05-12
424166,1954-08-22
424167,1954-08-26
424189,1955-05-08
424190,1955-12-15
424191,1955-05-20
424192,1954-08-01
424195,1955-02-27
424198,1955-05-15
424200,1955-08-02
424207,1952-11-27
424230,1952-03-11
424238,1953-06-15
424247,1953-12-15
424248,1954-10-21
424250,1953-09-02
424258,1952-02-04
424259,1954-12-19
424262,1953-05-13
424263,1955-03-13
424272,1952-07-25
424274,1954-05-07
424279,1955-10-13
424283,1953-09-23
424288,1953-07-16
424293,1955-07-27
424295,1954-07-24
424304,1954-01-18
424305,1952-03-20
424307,1952-02-14
424309,1953-06-08
424310,1952-08-22
424312,1954-11-01
424327,1953-08-15
424331,1955-04-22
424332,1952-10-02
424339,1954-09-29
424343,1955-04-05
424347,1952-04-22
424375,1954-12-31
424389,1953-11-04
424393,1955-06-11
424404,1952-05-28
424405,1952-10-27
424408,1954-07-22
424422,1954-10-04
424425,1952-07-13
424426,1955-11-28
424433,1952-03-08
424455,1953-09-20
424462,1954-12-25
424464,1954-01-10
424471,1955-02-09
424479,1953-02-12
424483,1955-10-12
424486,1952-07-06
424495,1953-01-19
424496,1954-02-24
424499,1952-10-14
424514,1953-11-28
424518,1952-06-02
424524,1953-11-27
424534,1953-03-23
424538,1954-08-03
424557,1952-07-02
424563,1954-04-13
424564,1955-10-07
424567,1953-08-04
424570,1955-11-03
424578,1954-05-31
424581,1955-11-03
424589,1953-07-19
424597,1952-06-09
424607,1954-06-06
424614,1954-10-11
424615,1955-08-17
424628,1952-07-24
424629,1953-09-22
424631,1955-04-03
424635,1952-10-05
424653,1955-03-27
424676,1952-02-24
424677,1952-12-21
424686,1954-06-06
424698,1954-07-08
424700,1953-11-01
424702,1954-01-04
424703,1954-09-07
424704,1953-12-09
424719,1952-12-18
424724,1954-02-26
424726,1953-04-23
424744,1955-11-17
424755,1955-05-14
424765,1952-08-08
424769,1952-05-25
424786,1955-03-31
424794,1954-10-09
424830,1954-12-18
424837,1953-11-25
424838,1955-10-08
424840,1953-09-05
424841,1955-02-10
424843,1952-07-22
424849,1955-03-06
424868,1952-07-02
424876,1955-05-25
424878,1955-11-17
424885,1955-08-15
424932,1953-04-22
424936,1954-05-11
424937,1953-12-02
424938,1953-03-09
424941,1952-09-13
424944,1953-02-02
424980,1954-02-07
424981,1954-10-01
424990,1954-07-17
424991,1955-12-04
424997,1953-02-26
424998,1953-07-19
425003,1954-01-23
425013,1952-03-02
425015,1955-10-19
425023,1953-08-04
425035,1953-07-27
425044,1953-04-04
425050,1952-04-02
425058,1955-12-15
425087,1953-07-31
425089,1952-06-07
425090,1952-08-06
425106,1954-03-08
425111,1955-01-26
425113,1954-03-08
425115,1953-06-24
425116,1953-05-26
425123,1954-11-28
425126,1954-08-29
425128,1954-01-17
425131,1953-02-09
425132,1955-11-04
425139,1953-09-13
425143,1955-12-10
425160,1953-04-28
425162,1954-05-08
425177,1952-06-30
425181,1955-04-21
425185,1953-08-02
425193,1955-08-18
425200,1954-06-08
425216,1954-09-30
425224,1953-08-07
425231,1955-11-28
425238,1952-09-19
425239,1954-10-25
425240,1952-04-09
425261,1955-01-31
425262,1955-10-05
425264,1953-01-23
425271,1952-08-01
425280,1953-07-30
425288,1954-12-11
425291,1954-02-21
425301,1952-06-10
425310,1952-08-22
425313,1955-12-12
425316,1953-02-20
425317,1952-12-03
425321,1955-04-29
425325,1952-09-17
425344,1952-09-11
425346,1954-04-18
425348,1954-10-28
425353,1955-07-22
425359,1954-07-08
425364,1954-09-27
425367,1952-09-25
425389,1952-04-30
425410,1955-01-05
425418,1954-10-07
425431,1955-08-03
425438,1952-03-02
425449,1952-06-03
425453,1953-08-30
425455,1954-02-26
425456,1953-01-16
425457,1953-04-03
425464,1953-04-01
425467,1955-03-02
425475,1953-01-12
425477,1954-11-26
425482,1953-06-14
425484,1952-03-29
425495,1955-12-03
425504,1954-11-16
425513,1952-04-30
425516,1955-09-26
425524,1954-05-18
425525,1955-11-24
425526,1955-06-11
425529,1952-03-22
425538,1955-09-22
425539,1953-06-26
425546,1954-03-29
425558,1952-10-04
425560,1955-08-05
425568,1955-10-13
425575,1954-07-07
425577,1955-03-07
425585,1955-04-09
425589,1953-01-19
425592,1955-11-14
425601,1952-03-08
425608,1952-05-14
425609,1955-04-22
425610,1955-05-02
425611,1953-01-01
425622,1954-08-22
425627,1953-08-08
425637,1954-06-12
425652,1955-05-06
425662,1954-01-06
425667,1955-09-30
425669,1955-03-28
425683,1953-03-23
425703,1953-08-18
425715,1953-04-04
425716,1955-01-21
425719,1953-04-06
425722,1955-09-02
425725,1952-04-04
425729,1954-06-27
425735,1954-06-04
425738,1955-08-09
425742,1953-02-06
425744,1955-01-22
425753,1955-05-09
425758,1954-06-09
425759,1954-08-09
425764,1955-09-22
425768,1952-09-21
425771,1952-05-08
425779,1953-05-06
425785,1954-02-23
425791,1954-06-30
425792,1955-06-12
425804,1954-05-12
425806,1954-04-10
425812,1953-06-29
425817,1953-07-19
425821,1954-08-03
425822,1952-10-27
425826,1952-06-03
425831,1952-10-15
425836,1954-12-27
425840,1953-12-14
425841,1955-06-12
425863,1954-03-19
425868,1955-06-08
425871,1953-12-10
425876,1954-08-21
425880,1952-06-01
425886,1953-10-13
425889,1954-05-14
425894,1954-01-11
425898,1955-10-04
425916,1953-09-02
425923,1955-06-21
425925,1954-06-06
425932,1954-12-12
425939,1955-11-17
425942,1952-02-10
425948,1954-11-25
425976,1954-08-05
425983,1953-04-17
425986,1955-01-06
425992,1955-08-11
425998,1953-01-01
425999,1955-10-04
426009,1952-04-30
426020,1953-07-13
426022,1955-07-16
426030,1954-06-08
426043,1952-05-03
426048,1953-06-16
426052,1953-05-24
426056,1953-07-19
426062,1952-05-17
426068,1954-11-28
426090,1954-08-21
426099,1953-04-01
426111,1952-03-11
426121,1952-04-08
426124,1955-06-29
426127,1954-09-30
426129,1955-03-24
426133,1954-01-19
426152,1952-02-25
426163,1954-03-24
426174,1952-03-08
426186,1953-11-05
426193,1954-02-10
426211,1954-05-07
426215,1952-09-04
426233,1953-09-22
426236,1954-03-06
426237,1952-02-20
426256,1955-10-10
426258,1953-08-01
426263,1955-11-27
426264,1953-03-22
426267,1954-06-27
426285,1954-10-19
426289,1955-02-20
426304,1953-08-07
426305,1953-03-12
426322,1954-10-26
426327,1954-06-12
426330,1955-04-29
426342,1955-12-07
426349,1952-11-07
426352,1954-07-31
426360,1955-09-03
426369,1955-10-01
426372,1954-09-01
426375,1953-12-10
426386,1954-02-04
426387,1953-01-13
426388,1954-10-08
426389,1954-01-30
426396,1955-05-06
426399,1954-06-02
426401,1953-10-11
426406,1955-08-20
426409,1954-08-15
426411,1952-03-01
426413,1953-08-02
426417,1953-01-12
426428,1954-07-29
426432,1955-11-22
426433,1955-08-30
426437,1954-01-13
426446,1952-04-26
426451,1953-08-17
426466,1953-08-01
426475,1955-08-21
426485,1954-01-08
426488,1952-04-03
426489,1953-02-23
426493,1953-05-28
426504,1953-02-11
426529,1955-11-25
426531,1953-02-18
426533,1952-08-11
426544,1954-10-05
426554,1953-02-18
426556,1955-07-31
426560,1952-04-12
426573,1953-04-25
426574,1952-02-17
426589,1953-05-07
426597,1952-06-21
426598,1953-11-02
426606,1954-04-09
426613,1953-06-03
426645,1954-10-17
426656,1953-07-05
426662,1954-06-30
426663,1953-03-26
426664,1953-06-08
426667,1952-07-30
426669,1953-07-20
426672,1953-07-07
426684,1954-02-17
426687,1953-08-14
426702,1952-08-01
426723,1952-07-05
426729,1955-05-15
426736,1954-11-25
426742,1954-10-05
426743,1955-02-14
426746,1954-08-18
426755,1955-06-15
426756,1955-07-11
426758,1954-08-31
426760,1954-04-11
426775,1954-02-19
426782,1954-01-04
426787,1953-01-08
426794,1955-01-31
426800,1955-07-18
426804,1953-08-24
426805,1953-08-31
426810,1952-10-18
426815,1952-06-30
426836,1953-01-11
426844,1954-02-21
426849,1952-05-11
426858,1954-12-18
426863,1953-10-31
426870,1955-11-18
426878,1952-11-19
426888,1954-04-21
426904,1955-12-24
426922,1952-08-11
426928,1955-01-30
426947,1953-11-30
426948,1954-10-22
426952,1954-07-11
426980,1953-11-21
426988,1953-08-23
426993,1954-04-09
427000,1953-12-30
427006,1953-05-12
427014,1953-10-26
427018,1955-04-28
427028,1953-09-02
427034,1953-06-11
427055,1955-06-10
427063,1952-11-08
427069,1952-04-21
427075,1953-10-22
427077,1954-12-02
427082,1952-12-13
427084,1952-11-02
427086,1953-02-09
427092,1954-07-28
427104,1953-12-15
427113,1954-09-02
427114,1954-02-05
427133,1953-04-13
427138,1955-07-31
427140,1952-12-29
427141,1953-10-17
427152,1953-07-17
427168,1953-09-14
427171,1952-11-07
427176,1955-01-16
427180,1955-07-24
427182,1952-03-18
427186,1954-06-04
427194,1953-03-19
427202,1955-06-22
427205,1953-09-28
427220,1955-07-01
427237,1954-06-13
427244,1954-07-04
427247,1954-07-30
427248,1955-03-16
427253,1952-11-30
427260,1952-11-05
427262,1953-03-28
427264,1954-10-26
427269,1953-08-28
427274,1955-05-21
427278,1954-08-13
427280,1953-09-26
427284,1954-08-11
427292,1953-02-18
427296,1952-03-08
427298,1953-11-25
427319,1955-07-03
427321,1954-08-11
427346,1952-10-06
427349,1955-02-27
427356,1955-10-25
427357,1954-04-17
427363,1954-05-21
427369,1954-09-17
427370,1954-11-29
427371,1955-08-27
427372,1952-03-25
427383,1954-12-23
427385,1953-05-21
427392,1952-06-22
427395,1953-05-24
427407,1955-08-09
427411,1953-10-09
427413,1953-11-16
427422,1952-04-21
427425,1952-04-14
427426,1953-05-30
427427,1952-03-03
427430,1955-03-17
427439,1955-04-05
427444,1954-07-21
427449,1953-08-25
427453,1954-09-12
427456,1954-02-13
427462,1953-03-13
427464,1952-11-04
427474,1954-10-23
427491,1955-11-04
427493,1953-10-04
427498,1952-02-29
427504,1955-01-18
427505,1954-01-19
427529,1954-10-02
427534,1954-09-22
427537,1953-05-14
427539,1954-05-27
427543,1953-07-07
427547,1955-03-16
427549,1953-05-14
427552,1952-11-04
427556,1953-07-17
427559,1953-03-07
427560,1953-03-20
427561,1952-12-01
427572,1955-12-14
427573,1954-02-18
427580,1952-08-08
427582,1954-01-07
427586,1955-04-21
427590,1954-06-01
427598,1955-11-26
427599,1952-04-08
427613,1955-03-05
427617,1952-10-31
427620,1953-08-03
427621,1955-07-21
427640,1955-06-09
427641,1953-02-27
427644,1954-09-14
427656,1952-10-28
427658,1954-11-05
427660,1952-08-11
427664,1952-08-05
427665,1955-09-19
427670,1954-08-04
427682,1954-04-05
427683,1955-01-26
427685,1952-10-19
427686,1953-10-21
427687,1952-11-25
427689,1955-08-31
427693,1952-08-26
427695,1954-05-20
427698,1955-04-12
427709,1953-04-12
427710,1955-05-30
427716,1952-11-15
427722,1953-05-25
427723,1952-02-04
427726,1952-04-09
427732,1954-03-16
427740,1954-03-25
427746,1954-06-12
427752,1954-01-16
427764,1953-06-18
427773,1955-06-18
427783,1954-08-31
427791,1953-12-07
427795,1955-09-25
427798,1954-11-04
427800,1955-11-17
427801,1955-09-17
427814,1955-02-04
427817,1955-01-18
427819,1952-02-11
427828,1954-08-07
427832,1954-01-26
427833,1952-05-30
427836,1954-07-27
427841,1955-02-20
427845,1955-04-19
427848,1953-06-05
427849,1955-12-02
427853,1955-09-18
427857,1954-05-26
427859,1955-03-05
427860,1953-12-04
427862,1954-03-21
427865,1954-03-04
427866,1954-06-28
427869,1952-03-11
427872,1955-06-24
427878,1952-05-09
427879,1955-09-09
427884,1953-10-02
427893,1953-05-03
427897,1954-09-04
427899,1955-02-06
427900,1952-06-05
427902,1953-12-06
427916,1953-09-19
427924,1955-11-30
427932,1955-02-09
427933,1953-09-23
427934,1954-09-07
427937,1955-09-09
427948,1954-03-13
427950,1955-11-05
427955,1954-05-05
427959,1954-09-26
427964,1955-03-31
427970,1954-08-30
427977,1955-11-04
428003,1954-06-04
428006,1954-02-16
428018,1953-01-25
428019,1953-11-14
428028,1954-11-23
428033,1955-05-31
428040,1953-02-28
428049,1953-10-17
428052,1952-07-26
428053,1953-06-28
428059,1953-01-28
428064,1955-06-13
428067,1952-09-23
428073,1955-07-16
428084,1955-04-18
428086,1953-11-30
428095,1954-05-11
428098,1954-02-10
428103,1955-10-15
428104,1955-09-20
428108,1953-05-25
428123,1954-01-15
428126,1952-11-20
428127,1952-05-14
428140,1952-09-05
428157,1954-01-23
428164,1952-12-20
428167,1955-01-25
428170,1952-09-14
428172,1952-12-03
428178,1955-01-19
428180,1952-12-05
428183,1955-06-30
428189,1954-09-25
428198,1953-11-16
428201,1952-07-10
428203,1955-12-01
428207,1954-02-09
428213,1954-12-01
428232,1955-08-11
428241,1952-02-03
428243,1955-06-24
428244,1954-10-19
428256,1955-06-23
428257,1953-01-04
428261,1954-11-09
428265,1952-02-10
428266,1952-12-03
428293,1953-05-10
428314,1952-05-29
428315,1955-05-21
428320,1953-03-14
428337,1952-07-23
428367,1954-10-26
428370,1953-07-19
428374,1953-02-20
428376,1955-05-17
428382,1954-08-20
428392,1954-07-01
428394,1953-03-11
428397,1953-05-22
428412,1953-04-11
428419,1952-05-28
428421,1954-10-04
428433,1955-04-28
428453,1954-03-26
428465,1954-11-14
428476,1952-12-23
428478,1955-04-01
428489,1953-01-18
428492,1955-11-15
428506,1954-06-23
428507,1955-11-06
428515,1953-05-28
428516,1952-11-08
428519,1954-09-17
428523,1953-03-16
428528,1955-08-05
428536,1954-01-09
428537,1954-11-26
428552,1955-05-08
428560,1954-07-31
428561,1952-08-13
428564,1953-09-03
428571,1953-09-03
428575,1955-11-05
428585,1954-02-16
428601,1955-10-30
428625,1955-01-08
428630,1955-05-16
428631,1954-03-20
428641,1952-10-21
428645,1954-12-25
428646,1952-07-07
428653,1952-09-02
428654,1952-05-28
428657,1953-07-18
428668,1953-09-21
428675,1952-04-06
428678,1952-09-14
428685,1955-04-09
428688,1952-05-18
428692,1953-02-18
428695,1955-04-04
428696,1953-06-28
428708,1953-10-14
428709,1955-02-08
428715,1955-04-06
428726,1955-06-05
428729,1952-09-22
428732,1955-01-03
428740,1954-07-14
428748,1955-08-25
428761,1953-09-28
428771,1954-12-13
428792,1952-05-11
428794,1954-02-26
428795,1955-12-27
428797,1955-08-20
428798,1954-04-27
428820,1955-04-23
428826,1955-02-27
428833,1952-04-21
428836,1954-11-26
428860,1955-10-11
428865,1952-05-23
428869,1954-07-08
428887,1955-09-07
428894,1954-04-22
428902,1955-04-23
428907,1954-03-30
428914,1955-08-10
428926,1952-11-14
428929,1953-12-19
428933,1953-06-06
428934,1953-08-24
428945,1955-08-28
428955,1952-11-23
428961,1953-12-10
428969,1953-01-24
429013,1952-05-21
429017,1953-04-14
429020,1953-07-14
429025,1955-09-02
429028,1954-02-03
429035,1953-03-02
429038,1955-04-08
429043,1955-02-26
429045,1955-12-05
429051,1953-06-25
429055,1955-03-21
429059,1954-01-06
429067,1955-10-24
429069,1953-08-14
429078,1955-01-22
429082,1954-01-14
429086,1955-06-01
429100,1953-03-31
429105,1955-01-17
429110,1954-02-21
429115,1955-08-27
429121,1953-10-04
429122,1952-07-30
429130,1954-09-30
429135,1955-01-11
429136,1954-10-14
429138,1953-04-24
429149,1954-10-02
429152,1955-11-28
429167,1953-08-17
429189,1954-07-03
429192,1954-02-04
429193,1952-02-12
429194,1955-03-04
429213,1955-10-19
429219,1953-11-14
429222,1953-09-02
429230,1955-06-05
429242,1955-10-02
429256,1955-11-09
429275,1952-11-30
429279,1952-02-21
429297,1955-03-22
429307,1954-12-07
429310,1955-01-31
429314,1955-03-08
429319,1953-08-14
429321,1955-07-23
429322,1955-10-20
429330,1954-07-30
429336,1954-10-23
429359,1954-12-31
429369,1954-10-21
429383,1954-11-11
429384,1953-06-20
429394,1953-12-06
429396,1955-08-20
429411,1953-01-11
429417,1955-04-24
429425,1952-10-30
429427,1954-12-16
429430,1954-06-18
429435,1953-04-16
429458,1955-08-29
429466,1953-07-10
429476,1954-11-13
429479,1954-05-24
429487,1954-03-03
429488,1952-02-23
429499,1953-04-06
429507,1955-11-19
429515,1955-11-24
429524,1954-04-05
429549,1954-08-16
429556,1952-07-29
429568,1953-04-26
429600,1954-08-22
429601,1955-03-13
429604,1954-07-16
429606,1952-04-09
429612,1953-11-15
429617,1954-02-25
429625,1952-03-14
429627,1953-11-28
429628,1953-06-28
429629,1955-08-11
429634,1952-11-06
429644,1952-08-05
429646,1954-09-04
429648,1955-05-20
429649,1954-03-25
429650,1954-06-23
429652,1953-02-22
429654,1955-01-25
429659,1954-09-10
429663,1954-03-17
429671,1953-04-23
429684,1953-01-29
429686,1954-06-29
429705,1955-05-15
429722,1953-06-14
429726,1952-04-25
429738,1954-06-09
429743,1953-04-11
429745,1954-07-20
429747,1952-10-22
429750,1954-07-16
429751,1953-12-22
429757,1953-07-26
429761,1954-12-22
429762,1952-05-06
429763,1954-09-15
429764,1954-06-22
429766,1953-01-24
429767,1953-02-01
429772,1955-08-16
429781,1955-10-09
429782,1955-02-25
429799,1955-10-04
429800,1953-08-03
429805,1953-07-11
429839,1953-08-02
429851,1954-02-10
429853,1954-07-27
429858,1952-06-13
429860,1952-03-05
429868,1953-09-08
429873,1953-01-21
429891,1955-11-25
429893,1955-08-14
429903,1953-01-24
429926,1955-01-07
429934,1953-06-05
429937,1955-09-14
429939,1953-10-03
429944,1952-09-09
429945,1954-06-29
429955,1954-10-02
429978,1955-06-08
429984,1954-02-05
429988,1953-11-12
429991,1952-03-07
429996,1952-05-12
429997,1955-08-10
430000,1955-04-01
430004,1953-03-14
430011,1955-03-02
430051,1955-12-09
430058,1955-05-24
430070,1952-04-04
430079,1954-05-22
430086,1953-11-14
430098,1954-12-15
430099,1954-12-09
430100,1952-06-06
430105,1952-04-08
430111,1955-02-02
430118,1953-10-02
430128,1954-04-29
430133,1953-01-23
430142,1953-03-15
430149,1955-04-19
430150,1952-10-15
430151,1953-12-10
430152,1952-04-10
430164,1955-11-08
430166,1953-04-18
430190,1954-06-27
430199,1953-10-19
430200,1952-07-04
430208,1953-09-30
430212,1953-01-09
430232,1952-11-19
430234,1955-02-28
430239,1952-12-24
430244,1954-02-28
430283,1952-12-30
430286,1955-06-21
430287,1954-12-17
430292,1953-08-11
430310,1954-03-24
430312,1955-03-10
430314,1954-10-17
430316,1952-03-16
430319,1954-09-29
430321,1954-12-05
430338,1954-08-28
430339,1953-03-07
430352,1953-04-14
430358,1952-11-20
430362,1953-01-09
430376,1955-07-12
430390,1954-04-24
430396,1952-03-21
430402,1952-05-07
430403,1955-12-17
430405,1955-07-09
430407,1953-10-13
430414,1952-05-07
430416,1953-06-11
430417,1955-07-24
430419,1955-05-10
430430,1952-12-15
430435,1954-06-20
430443,1955-09-05
430449,1954-06-29
430461,1953-05-17
430470,1953-09-15
430472,1955-10-25
430498,1954-03-08
430506,1954-01-12
430512,1955-06-20
430518,1954-03-23
430519,1952-02-19
430526,1952-02-26
430534,1953-07-12
430537,1954-12-13
430543,1952-09-05
430544,1953-10-08
430549,1952-06-14
430559,1955-01-01
430562,1952-03-29
430570,1954-02-27
430588,1953-02-28
430595,1954-11-16
430597,1955-12-07
430598,1953-12-06
430604,1954-10-31
430606,1952-12-24
430616,1953-08-12
430619,1954-07-13
430625,1955-12-03
430634,1953-03-28
430649,1955-04-01
430658,1955-05-20
430660,1953-09-13
430662,1955-06-28
430672,1952-07-18
430674,1955-02-07
430675,1953-12-04
430677,1953-10-16
430684,1955-03-12
430694,1955-01-22
430698,1954-05-04
430714,1954-11-13
430721,1953-03-09
430724,1954-07-08
430737,1953-09-03
430742,1953-02-26
430743,1953-07-25
430745,1952-04-05
430746,1952-09-29
430752,1954-08-07
430763,1955-10-25
430772,1953-07-01
430784,1952-03-16
430789,1952-06-05
430799,1954-06-22
430800,1955-06-11
430807,1955-07-25
430813,1953-02-03
430832,1954-01-12
430841,1955-04-23
430851,1954-06-18
430854,1952-06-23
430855,1955-01-19
430859,1953-07-15
430865,1952-12-08
430870,1953-03-26
430877,1955-06-20
430878,1952-11-04
430893,1952-02-06
430895,1953-11-14
430898,1955-10-15
430910,1954-06-12
430921,1952-07-11
430922,1952-07-18
430926,1952-03-02
430927,1952-04-03
430928,1954-08-17
430929,1952-07-12
430933,1954-03-06
430950,1954-02-22
430956,1953-12-05
430960,1954-05-14
430961,1954-04-17
430966,1955-02-04
430978,1953-09-25
430990,1953-11-17
430996,1953-12-17
430999,1952-03-10
431001,1955-12-26
431003,1953-11-10
431008,1953-07-29
431022,1952-07-06
431032,1955-10-19
431035,1955-02-28
431040,1952-03-08
431056,1954-10-10
431059,1952-09-13
431068,1952-03-12
431079,1955-02-14
431080,1954-06-16
431090,1955-06-26
431104,1954-10-25
431105,1955-07-14
431106,1952-11-10
431109,1954-04-06
431110,1953-07-30
431113,1953-01-16
431117,1954-11-09
431134,1954-12-18
431137,1952-05-05
431144,1953-11-03
431145,1955-09-22
431154,1953-12-25
431155,1953-10-04
431161,1955-09-12
431179,1955-11-22
431194,1953-08-19
431200,1955-09-07
431207,1954-12-24
431214,1952-03-11
431222,1952-08-21
431234,1953-09-08
431264,1952-08-15
431266,1955-12-11
431277,1954-03-08
431280,1955-05-05
431284,1955-08-06
431285,1952-04-12
431286,1954-10-16
431287,1955-08-28
431288,1954-11-20
431289,1953-09-18
431293,1953-06-17
431310,1952-08-13
431316,1953-05-13
431321,1955-05-10
431329,1955-05-24
431330,1953-03-21
431333,1952-04-20
431334,1954-10-14
431342,1953-10-01
431352,1952-12-03
431378,1955-08-25
431379,1954-09-22
431382,1955-06-02
431394,1953-12-30
431395,1953-08-31
431400,1953-02-17
431405,1953-10-26
431406,1952-11-10
431426,1955-04-30
431430,1954-08-05
431431,1952-03-05
431432,1954-10-16
431442,1953-08-02
431453,1953-01-22
431459,1955-07-07
431460,1955-03-01
431465,1955-03-31
431478,1952-08-19
431480,1953-08-14
431481,1953-03-15
431487,1955-12-13
431490,1955-11-21
431494,1953-05-25
431495,1953-11-29
431499,1953-09-20
431510,1952-04-16
431518,1953-10-17
431519,1955-07-08
431523,1952-11-22
431530,1952-09-14
431534,1954-02-09
431552,1954-03-26
431553,1954-05-25
431556,1953-03-01
431557,1952-04-20
431561,1955-11-08
431584,1954-04-12
431588,1955-06-07
431598,1954-09-18
431599,1952-11-24
431603,1952-07-10
431624,1953-04-10
431634,1952-07-27
431636,1954-10-28
431640,1953-08-27
431641,1954-10-08
431658,1953-12-04
431664,1953-08-23
431669,1952-06-16
431675,1952-04-04
431677,1953-03-05
431682,1955-01-10
431690,1954-05-06
431696,1955-12-03
431701,1954-05-09
431705,1953-12-11
431711,1954-04-09
431731,1954-12-11
431739,1955-04-26
431751,1954-08-05
431758,1954-06-30
431762,1955-02-05
431769,1953-11-02
431773,1955-01-04
431782,1955-04-07
431787,1954-07-21
431794,1954-06-28
431799,1954-03-09
431803,1952-04-24
431807,1952-10-15
431813,1953-10-18
431814,1953-08-17
431816,1952-12-22
431818,1953-06-11
431819,1953-01-25
431823,1952-07-03
431824,1954-04-18
431834,1953-07-20
431842,1954-09-05
431860,1955-04-20
431865,1952-08-06
431872,1954-06-09
431890,1953-07-20
431896,1953-01-17
431901,1952-10-30
431909,1953-01-17
431916,1955-06-22
431922,1954-02-06
431935,1952-02-12
431944,1953-05-09
431950,1955-03-09
431951,1953-03-11
431954,1955-12-03
431958,1955-06-19
431961,1953-12-18
431965,1952-05-26
431973,1954-04-26
431974,1955-05-07
431978,1953-10-07
431982,1955-09-24
431984,1955-06-19
431985,1954-08-02
431989,1952-12-02
431996,1954-01-04
432003,1952-10-22
432007,1954-05-08
432008,1953-12-08
432013,1953-10-31
432016,1954-11-20
432027,1954-08-22
432039,1953-05-13
432044,1952-09-01
432048,1954-02-24
432056,1955-02-07
432065,1954-12-15
432071,1953-03-04
432083,1955-04-15
432088,1953-09-10
432104,1952-10-14
432106,1955-12-21
432110,1955-05-21
432116,1953-11-20
432131,1953-04-06
432134,1953-10-08
432141,1952-12-28
432150,1952-07-16
432151,1952-08-21
432153,1952-08-23
432158,1955-11-25
432178,1953-10-08
432192,1953-10-20
432200,1952-04-23
432205,1952-06-26
432210,1952-03-26
432213,1954-10-28
432228,1954-03-24
432233,1953-09-08
432234,1952-05-10
432235,1953-04-29
432245,1953-08-27
432250,1952-09-14
432267,1952-09-15
432275,1952-03-27
432278,1954-06-28
432284,1953-04-01
432291,1955-05-19
432298,1954-01-30
432308,1954-04-10
432315,1955-01-18
432318,1955-06-21
432338,1954-04-23
432358,1953-12-12
432377,1953-12-14
432385,1953-10-01
432394,1952-09-10
432402,1952-06-18
432405,1953-08-04
432432,1955-07-06
432436,1953-07-01
432442,1952-10-23
432468,1953-07-26
432475,1954-05-14
432476,1954-04-08
432479,1954-06-25
432483,1954-10-24
432494,1954-11-04
432503,1954-10-28
432516,1953-03-12
432528,1953-02-15
432532,1952-06-29
432533,1953-06-28
432545,1955-11-03
432547,1954-12-23
432552,1953-09-30
432554,1955-08-21
432566,1955-10-15
432578,1955-09-14
432579,1955-12-10
432581,1955-07-02
432583,1954-10-29
432590,1955-01-20
432600,1953-07-29
432605,1953-04-28
432608,1953-08-12
432611,1952-05-19
432622,1955-07-02
432630,1953-12-23
432632,1955-08-23
432637,1954-11-01
432647,1953-05-05
432658,1953-11-05
432659,1955-11-14
432668,1954-08-24
432675,1953-08-29
432678,1953-06-11
432683,1955-09-19
432711,1952-02-10
432727,1954-05-04
432728,1954-11-03
432730,1954-11-03
432754,1953-08-14
432756,1953-03-18
432769,1955-10-27
432776,1954-05-12
432794,1953-04-12
